loan_int_rate,loan_amnt,loan_grade,debt_ratio,loan_intent,loan_percent_income,person_income,dataset,label
,,,0.197210893,,,,credit_risk_benchmark,
,,,0.166185292,,,,credit_risk_benchmark,
,,,0.100326645,,,,credit_risk_benchmark,
,,,0.035451932,,,,credit_risk_benchmark,
,,,0.562494319,,,,credit_risk_benchmark,
,,,0.324097561,,,,credit_risk_benchmark,
,,,0.658274713,,,,credit_risk_benchmark,
,,,0.228706405,,,,credit_risk_benchmark,
,,,0.174975004,,,,credit_risk_benchmark,
,,,0.031799042,,,,credit_risk_benchmark,
,,,0.492053468,,,,credit_risk_benchmark,
,,,0.223296117,,,,credit_risk_benchmark,
,,,0.190878285,,,,credit_risk_benchmark,
,,,0.122604832,,,,credit_risk_benchmark,
,,,0.019278829,,,,credit_risk_benchmark,
,,,0.075723237,,,,credit_risk_benchmark,
,,,0.106366658,,,,credit_risk_benchmark,
,,,0.288113413,,,,credit_risk_benchmark,
,,,0.245377165,,,,credit_risk_benchmark,
,,,0.00777605,,,,credit_risk_benchmark,
,,,0.16150601,,,,credit_risk_benchmark,
,,,0.62619409,,,,credit_risk_benchmark,
,,,0.262664964,,,,credit_risk_benchmark,
,,,0.081516456,,,,credit_risk_benchmark,
,,,0.600643422,,,,credit_risk_benchmark,
,,,0.124745269,,,,credit_risk_benchmark,
,,,0.213719596,,,,credit_risk_benchmark,
,,,0.220219726,,,,credit_risk_benchmark,
,,,0.476634252,,,,credit_risk_benchmark,
,,,0.06285767,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.360375975,,,,credit_risk_benchmark,
,,,0.230310472,,,,credit_risk_benchmark,
,,,0.139144342,,,,credit_risk_benchmark,
,,,0.3174059,,,,credit_risk_benchmark,
,,,0.444270562,,,,credit_risk_benchmark,
,,,0.020350547,,,,credit_risk_benchmark,
,,,0.579673136,,,,credit_risk_benchmark,
,,,0.720223821,,,,credit_risk_benchmark,
,,,0.808936104,,,,credit_risk_benchmark,
,,,0.293326734,,,,credit_risk_benchmark,
,,,0.547272208,,,,credit_risk_benchmark,
,,,0.332739761,,,,credit_risk_benchmark,
,,,0.42402363,,,,credit_risk_benchmark,
,,,0.056172785,,,,credit_risk_benchmark,
,,,0.02029688,,,,credit_risk_benchmark,
,,,0.42159383,,,,credit_risk_benchmark,
,,,0.008643042,,,,credit_risk_benchmark,
,,,0.266313933,,,,credit_risk_benchmark,
,,,0.329552009,,,,credit_risk_benchmark,
,,,0.17537483,,,,credit_risk_benchmark,
,,,0.47860143,,,,credit_risk_benchmark,
,,,0.40223616,,,,credit_risk_benchmark,
,,,0.159222931,,,,credit_risk_benchmark,
,,,0.289513641,,,,credit_risk_benchmark,
,,,0.670506359,,,,credit_risk_benchmark,
,,,0.20688156,,,,credit_risk_benchmark,
,,,0.20940504,,,,credit_risk_benchmark,
,,,0.143180909,,,,credit_risk_benchmark,
,,,0.205287976,,,,credit_risk_benchmark,
,,,0.046829431,,,,credit_risk_benchmark,
,,,0.130271157,,,,credit_risk_benchmark,
,,,0.505399568,,,,credit_risk_benchmark,
,,,0.253612685,,,,credit_risk_benchmark,
,,,0.463424903,,,,credit_risk_benchmark,
,,,0.176351547,,,,credit_risk_benchmark,
,,,0.657528379,,,,credit_risk_benchmark,
,,,0.374290057,,,,credit_risk_benchmark,
,,,0.188596491,,,,credit_risk_benchmark,
,,,0.593933127,,,,credit_risk_benchmark,
,,,0.24815037,,,,credit_risk_benchmark,
,,,0.319983399,,,,credit_risk_benchmark,
,,,0.361637219,,,,credit_risk_benchmark,
,,,0.173230064,,,,credit_risk_benchmark,
,,,0.142519542,,,,credit_risk_benchmark,
,,,0.628008753,,,,credit_risk_benchmark,
,,,0.243407173,,,,credit_risk_benchmark,
,,,0.548290342,,,,credit_risk_benchmark,
,,,0.301204819,,,,credit_risk_benchmark,
,,,0.294176456,,,,credit_risk_benchmark,
,,,0.061755146,,,,credit_risk_benchmark,
,,,0.019536574,,,,credit_risk_benchmark,
,,,0.507498929,,,,credit_risk_benchmark,
,,,0.291024585,,,,credit_risk_benchmark,
,,,0.202386712,,,,credit_risk_benchmark,
,,,0.334490239,,,,credit_risk_benchmark,
,,,0.250319898,,,,credit_risk_benchmark,
,,,0.473714054,,,,credit_risk_benchmark,
,,,0.463567054,,,,credit_risk_benchmark,
,,,0.634545682,,,,credit_risk_benchmark,
,,,0.120852641,,,,credit_risk_benchmark,
,,,0.484503099,,,,credit_risk_benchmark,
,,,0.115900809,,,,credit_risk_benchmark,
,,,0.136302675,,,,credit_risk_benchmark,
,,,0.014163716,,,,credit_risk_benchmark,
,,,0.007998118,,,,credit_risk_benchmark,
,,,0.43724502,,,,credit_risk_benchmark,
,,,0.21398548,,,,credit_risk_benchmark,
,,,0.242501,,,,credit_risk_benchmark,
,,,0.039794294,,,,credit_risk_benchmark,
,,,0.407421639,,,,credit_risk_benchmark,
,,,0.009331778,,,,credit_risk_benchmark,
,,,0.450196358,,,,credit_risk_benchmark,
,,,0.549655632,,,,credit_risk_benchmark,
,,,0.359947067,,,,credit_risk_benchmark,
,,,0.322326374,,,,credit_risk_benchmark,
,,,0.320825718,,,,credit_risk_benchmark,
,,,0.184245824,,,,credit_risk_benchmark,
,,,0.109591643,,,,credit_risk_benchmark,
,,,0.285714286,,,,credit_risk_benchmark,
,,,0.278786869,,,,credit_risk_benchmark,
,,,0.475881424,,,,credit_risk_benchmark,
,,,0.136712392,,,,credit_risk_benchmark,
,,,0.752035424,,,,credit_risk_benchmark,
,,,0.149328335,,,,credit_risk_benchmark,
,,,0.434122263,,,,credit_risk_benchmark,
,,,0.371167397,,,,credit_risk_benchmark,
,,,0.12417154,,,,credit_risk_benchmark,
,,,0.285417167,,,,credit_risk_benchmark,
,,,0.147512109,,,,credit_risk_benchmark,
,,,0.028551035,,,,credit_risk_benchmark,
,,,0.372751401,,,,credit_risk_benchmark,
,,,0.172298905,,,,credit_risk_benchmark,
,,,0.572668113,,,,credit_risk_benchmark,
,,,0.416320971,,,,credit_risk_benchmark,
,,,0.180792768,,,,credit_risk_benchmark,
,,,0.157138394,,,,credit_risk_benchmark,
,,,0.100924918,,,,credit_risk_benchmark,
,,,0.586682663,,,,credit_risk_benchmark,
,,,0.636401909,,,,credit_risk_benchmark,
,,,0.991716652,,,,credit_risk_benchmark,
,,,0.515562511,,,,credit_risk_benchmark,
,,,0.498572011,,,,credit_risk_benchmark,
,,,0.468960707,,,,credit_risk_benchmark,
,,,0.358771298,,,,credit_risk_benchmark,
,,,0.168566287,,,,credit_risk_benchmark,
,,,0.53397519,,,,credit_risk_benchmark,
,,,0.294429708,,,,credit_risk_benchmark,
,,,0.494050452,,,,credit_risk_benchmark,
,,,2734.0,,,,credit_risk_benchmark,
,,,0.826293427,,,,credit_risk_benchmark,
,,,0.71718946,,,,credit_risk_benchmark,
,,,0.164341518,,,,credit_risk_benchmark,
,,,0.334943639,,,,credit_risk_benchmark,
,,,0.208066184,,,,credit_risk_benchmark,
,,,0.476565501,,,,credit_risk_benchmark,
,,,0.719534884,,,,credit_risk_benchmark,
,,,0.229667338,,,,credit_risk_benchmark,
,,,0.304141051,,,,credit_risk_benchmark,
,,,0.431471512,,,,credit_risk_benchmark,
,,,0.019102896,,,,credit_risk_benchmark,
,,,0.399709302,,,,credit_risk_benchmark,
,,,0.277460929,,,,credit_risk_benchmark,
,,,0.474276962,,,,credit_risk_benchmark,
,,,0.648905411,,,,credit_risk_benchmark,
,,,0.442926179,,,,credit_risk_benchmark,
,,,0.15480818,,,,credit_risk_benchmark,
,,,0.394474891,,,,credit_risk_benchmark,
,,,0.140778235,,,,credit_risk_benchmark,
,,,0.142208087,,,,credit_risk_benchmark,
,,,0.504520796,,,,credit_risk_benchmark,
,,,0.425078746,,,,credit_risk_benchmark,
,,,0.441948502,,,,credit_risk_benchmark,
,,,0.727462437,,,,credit_risk_benchmark,
,,,0.067548418,,,,credit_risk_benchmark,
,,,0.122823618,,,,credit_risk_benchmark,
,,,1.136786726,,,,credit_risk_benchmark,
,,,0.065337001,,,,credit_risk_benchmark,
,,,0.47979589,,,,credit_risk_benchmark,
,,,0.434056594,,,,credit_risk_benchmark,
,,,0.015755984,,,,credit_risk_benchmark,
,,,0.325477917,,,,credit_risk_benchmark,
,,,0.073665298,,,,credit_risk_benchmark,
,,,0.19026397,,,,credit_risk_benchmark,
,,,0.233996495,,,,credit_risk_benchmark,
,,,0.428409275,,,,credit_risk_benchmark,
,,,0.271418287,,,,credit_risk_benchmark,
,,,0.038419319,,,,credit_risk_benchmark,
,,,0.653443852,,,,credit_risk_benchmark,
,,,1.33735303,,,,credit_risk_benchmark,
,,,0.166089965,,,,credit_risk_benchmark,
,,,0.825497878,,,,credit_risk_benchmark,
,,,0.375454846,,,,credit_risk_benchmark,
,,,0.539335416,,,,credit_risk_benchmark,
,,,0.528526971,,,,credit_risk_benchmark,
,,,0.104079082,,,,credit_risk_benchmark,
,,,0.857216098,,,,credit_risk_benchmark,
,,,0.020725389,,,,credit_risk_benchmark,
,,,0.14183688,,,,credit_risk_benchmark,
,,,1.019992003,,,,credit_risk_benchmark,
,,,0.021654636,,,,credit_risk_benchmark,
,,,0.021591363,,,,credit_risk_benchmark,
,,,0.012265978,,,,credit_risk_benchmark,
,,,0.840428989,,,,credit_risk_benchmark,
,,,0.075857917,,,,credit_risk_benchmark,
,,,0.006734007,,,,credit_risk_benchmark,
,,,0.155985144,,,,credit_risk_benchmark,
,,,0.164052365,,,,credit_risk_benchmark,
,,,0.018041237,,,,credit_risk_benchmark,
,,,0.102297461,,,,credit_risk_benchmark,
,,,0.53605155,,,,credit_risk_benchmark,
,,,395.0,,,,credit_risk_benchmark,
,,,0.30809555,,,,credit_risk_benchmark,
,,,0.211012254,,,,credit_risk_benchmark,
,,,0.008883953,,,,credit_risk_benchmark,
,,,0.439195101,,,,credit_risk_benchmark,
,,,0.243388834,,,,credit_risk_benchmark,
,,,0.558743007,,,,credit_risk_benchmark,
,,,0.169781625,,,,credit_risk_benchmark,
,,,0.100224944,,,,credit_risk_benchmark,
,,,0.519246792,,,,credit_risk_benchmark,
,,,0.564455975,,,,credit_risk_benchmark,
,,,0.743851387,,,,credit_risk_benchmark,
,,,1.759160981,,,,credit_risk_benchmark,
,,,1.885622875,,,,credit_risk_benchmark,
,,,0.597638862,,,,credit_risk_benchmark,
,,,0.522542978,,,,credit_risk_benchmark,
,,,0.57904818,,,,credit_risk_benchmark,
,,,1.011993603,,,,credit_risk_benchmark,
,,,0.398830058,,,,credit_risk_benchmark,
,,,0.784814346,,,,credit_risk_benchmark,
,,,0.249102029,,,,credit_risk_benchmark,
,,,0.350481955,,,,credit_risk_benchmark,
,,,0.51812047,,,,credit_risk_benchmark,
,,,0.176364727,,,,credit_risk_benchmark,
,,,0.60689885,,,,credit_risk_benchmark,
,,,0.713689007,,,,credit_risk_benchmark,
,,,0.371943183,,,,credit_risk_benchmark,
,,,0.04356655,,,,credit_risk_benchmark,
,,,0.273903328,,,,credit_risk_benchmark,
,,,0.074405787,,,,credit_risk_benchmark,
,,,0.404836051,,,,credit_risk_benchmark,
,,,0.365767122,,,,credit_risk_benchmark,
,,,0.541721224,,,,credit_risk_benchmark,
,,,0.461515424,,,,credit_risk_benchmark,
,,,0.432552146,,,,credit_risk_benchmark,
,,,0.266953125,,,,credit_risk_benchmark,
,,,0.681688448,,,,credit_risk_benchmark,
,,,0.258699304,,,,credit_risk_benchmark,
,,,1931.0,,,,credit_risk_benchmark,
,,,0.14506227,,,,credit_risk_benchmark,
,,,0.108753962,,,,credit_risk_benchmark,
,,,0.822415154,,,,credit_risk_benchmark,
,,,0.126204121,,,,credit_risk_benchmark,
,,,0.114377125,,,,credit_risk_benchmark,
,,,0.786042624,,,,credit_risk_benchmark,
,,,0.198925183,,,,credit_risk_benchmark,
,,,0.317974562,,,,credit_risk_benchmark,
,,,1.020766036,,,,credit_risk_benchmark,
,,,0.438159879,,,,credit_risk_benchmark,
,,,0.339766379,,,,credit_risk_benchmark,
,,,0.169474493,,,,credit_risk_benchmark,
,,,0.508687461,,,,credit_risk_benchmark,
,,,0.065818853,,,,credit_risk_benchmark,
,,,0.560675343,,,,credit_risk_benchmark,
,,,0.498942229,,,,credit_risk_benchmark,
,,,0.39346828,,,,credit_risk_benchmark,
,,,0.222422332,,,,credit_risk_benchmark,
,,,0.22397365,,,,credit_risk_benchmark,
,,,0.793041392,,,,credit_risk_benchmark,
,,,0.446858413,,,,credit_risk_benchmark,
,,,0.290948551,,,,credit_risk_benchmark,
,,,0.409099431,,,,credit_risk_benchmark,
,,,0.002739149,,,,credit_risk_benchmark,
,,,0.216594469,,,,credit_risk_benchmark,
,,,0.897169811,,,,credit_risk_benchmark,
,,,0.06054812,,,,credit_risk_benchmark,
,,,0.311537692,,,,credit_risk_benchmark,
,,,0.175487465,,,,credit_risk_benchmark,
,,,0.003747658,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.383764413,,,,credit_risk_benchmark,
,,,0.300232288,,,,credit_risk_benchmark,
,,,0.278196778,,,,credit_risk_benchmark,
,,,0.397734843,,,,credit_risk_benchmark,
,,,0.424575425,,,,credit_risk_benchmark,
,,,0.209423246,,,,credit_risk_benchmark,
,,,0.007035535,,,,credit_risk_benchmark,
,,,0.570810691,,,,credit_risk_benchmark,
,,,0.003801097,,,,credit_risk_benchmark,
,,,0.382436261,,,,credit_risk_benchmark,
,,,0.310805927,,,,credit_risk_benchmark,
,,,0.290677331,,,,credit_risk_benchmark,
,,,0.011563216,,,,credit_risk_benchmark,
,,,1.096543845,,,,credit_risk_benchmark,
,,,0.31142381,,,,credit_risk_benchmark,
,,,0.170250896,,,,credit_risk_benchmark,
,,,0.099210198,,,,credit_risk_benchmark,
,,,0.1896295,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.758496601,,,,credit_risk_benchmark,
,,,0.28340466,,,,credit_risk_benchmark,
,,,0.024925695,,,,credit_risk_benchmark,
,,,0.25144978,,,,credit_risk_benchmark,
,,,0.530306186,,,,credit_risk_benchmark,
,,,0.49887778,,,,credit_risk_benchmark,
,,,0.074359531,,,,credit_risk_benchmark,
,,,0.102074109,,,,credit_risk_benchmark,
,,,0.173413293,,,,credit_risk_benchmark,
,,,0.824234774,,,,credit_risk_benchmark,
,,,0.069694373,,,,credit_risk_benchmark,
,,,0.318011491,,,,credit_risk_benchmark,
,,,0.253244285,,,,credit_risk_benchmark,
,,,0.012239674,,,,credit_risk_benchmark,
,,,0.299457995,,,,credit_risk_benchmark,
,,,0.477268254,,,,credit_risk_benchmark,
,,,0.387426326,,,,credit_risk_benchmark,
,,,1123.0,,,,credit_risk_benchmark,
,,,0.35550287,,,,credit_risk_benchmark,
,,,0.373683271,,,,credit_risk_benchmark,
,,,0.122377943,,,,credit_risk_benchmark,
,,,0.022661631,,,,credit_risk_benchmark,
,,,0.263347331,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.730244184,,,,credit_risk_benchmark,
,,,0.190546529,,,,credit_risk_benchmark,
,,,0.174137463,,,,credit_risk_benchmark,
,,,0.416706444,,,,credit_risk_benchmark,
,,,0.177037996,,,,credit_risk_benchmark,
,,,0.297996272,,,,credit_risk_benchmark,
,,,0.081527936,,,,credit_risk_benchmark,
,,,0.433300517,,,,credit_risk_benchmark,
,,,0.034280817,,,,credit_risk_benchmark,
,,,0.24335133,,,,credit_risk_benchmark,
,,,0.152521713,,,,credit_risk_benchmark,
,,,0.000718735,,,,credit_risk_benchmark,
,,,0.391721656,,,,credit_risk_benchmark,
,,,0.289591467,,,,credit_risk_benchmark,
,,,0.332643916,,,,credit_risk_benchmark,
,,,0.003338898,,,,credit_risk_benchmark,
,,,0.293390861,,,,credit_risk_benchmark,
,,,0.006347527,,,,credit_risk_benchmark,
,,,0.140766329,,,,credit_risk_benchmark,
,,,0.021013478,,,,credit_risk_benchmark,
,,,0.277430642,,,,credit_risk_benchmark,
,,,0.292695526,,,,credit_risk_benchmark,
,,,0.312365502,,,,credit_risk_benchmark,
,,,0.512441581,,,,credit_risk_benchmark,
,,,0.604719371,,,,credit_risk_benchmark,
,,,0.864570078,,,,credit_risk_benchmark,
,,,0.193440875,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.506823431,,,,credit_risk_benchmark,
,,,0.001801261,,,,credit_risk_benchmark,
,,,0.038627585,,,,credit_risk_benchmark,
,,,0.089597243,,,,credit_risk_benchmark,
,,,0.457919782,,,,credit_risk_benchmark,
,,,0.22516416,,,,credit_risk_benchmark,
,,,0.19008999,,,,credit_risk_benchmark,
,,,0.05228422,,,,credit_risk_benchmark,
,,,0.328969293,,,,credit_risk_benchmark,
,,,6.471502591,,,,credit_risk_benchmark,
,,,0.087700981,,,,credit_risk_benchmark,
,,,0.940029985,,,,credit_risk_benchmark,
,,,0.004475764,,,,credit_risk_benchmark,
,,,0.223136039,,,,credit_risk_benchmark,
,,,0.419802805,,,,credit_risk_benchmark,
,,,0.170637971,,,,credit_risk_benchmark,
,,,0.122429848,,,,credit_risk_benchmark,
,,,2.091481704,,,,credit_risk_benchmark,
,,,0.407265456,,,,credit_risk_benchmark,
,,,0.051703878,,,,credit_risk_benchmark,
,,,0.260674157,,,,credit_risk_benchmark,
,,,0.346465353,,,,credit_risk_benchmark,
,,,0.586863317,,,,credit_risk_benchmark,
,,,0.004614675,,,,credit_risk_benchmark,
,,,0.194421657,,,,credit_risk_benchmark,
,,,0.180374768,,,,credit_risk_benchmark,
,,,0.484848485,,,,credit_risk_benchmark,
,,,1.136116152,,,,credit_risk_benchmark,
,,,0.331515812,,,,credit_risk_benchmark,
,,,0.720220652,,,,credit_risk_benchmark,
,,,0.199219629,,,,credit_risk_benchmark,
,,,0.156705064,,,,credit_risk_benchmark,
,,,1.027491409,,,,credit_risk_benchmark,
,,,0.334063827,,,,credit_risk_benchmark,
,,,0.07774756,,,,credit_risk_benchmark,
,,,0.186140693,,,,credit_risk_benchmark,
,,,0.29304599,,,,credit_risk_benchmark,
,,,0.375059495,,,,credit_risk_benchmark,
,,,0.013904077,,,,credit_risk_benchmark,
,,,0.001993797,,,,credit_risk_benchmark,
,,,0.228133263,,,,credit_risk_benchmark,
,,,0.153662247,,,,credit_risk_benchmark,
,,,0.222579349,,,,credit_risk_benchmark,
,,,0.215632499,,,,credit_risk_benchmark,
,,,0.24272058,,,,credit_risk_benchmark,
,,,0.163334591,,,,credit_risk_benchmark,
,,,0.005271278,,,,credit_risk_benchmark,
,,,0.289127037,,,,credit_risk_benchmark,
,,,0.00959808,,,,credit_risk_benchmark,
,,,0.36899503,,,,credit_risk_benchmark,
,,,0.539892022,,,,credit_risk_benchmark,
,,,0.474613342,,,,credit_risk_benchmark,
,,,0.18064247,,,,credit_risk_benchmark,
,,,0.367877876,,,,credit_risk_benchmark,
,,,0.360104473,,,,credit_risk_benchmark,
,,,0.079064759,,,,credit_risk_benchmark,
,,,0.299487508,,,,credit_risk_benchmark,
,,,0.079912558,,,,credit_risk_benchmark,
,,,0.188376004,,,,credit_risk_benchmark,
,,,0.140521551,,,,credit_risk_benchmark,
,,,0.146463384,,,,credit_risk_benchmark,
,,,0.015357543,,,,credit_risk_benchmark,
,,,0.348932085,,,,credit_risk_benchmark,
,,,0.428083862,,,,credit_risk_benchmark,
,,,0.256200281,,,,credit_risk_benchmark,
,,,0.652948801,,,,credit_risk_benchmark,
,,,0.150964957,,,,credit_risk_benchmark,
,,,0.423157684,,,,credit_risk_benchmark,
,,,0.013486513,,,,credit_risk_benchmark,
,,,0.408435341,,,,credit_risk_benchmark,
,,,0.414105941,,,,credit_risk_benchmark,
,,,0.493354493,,,,credit_risk_benchmark,
,,,0.756444306,,,,credit_risk_benchmark,
,,,0.176183702,,,,credit_risk_benchmark,
,,,0.358554489,,,,credit_risk_benchmark,
,,,0.904743238,,,,credit_risk_benchmark,
,,,0.181007885,,,,credit_risk_benchmark,
,,,0.175206198,,,,credit_risk_benchmark,
,,,0.061403509,,,,credit_risk_benchmark,
,,,0.098367887,,,,credit_risk_benchmark,
,,,0.24047578,,,,credit_risk_benchmark,
,,,0.025815752,,,,credit_risk_benchmark,
,,,1.566368237,,,,credit_risk_benchmark,
,,,0.242709893,,,,credit_risk_benchmark,
,,,0.001731435,,,,credit_risk_benchmark,
,,,0.079509494,,,,credit_risk_benchmark,
,,,0.447954823,,,,credit_risk_benchmark,
,,,0.201496705,,,,credit_risk_benchmark,
,,,0.862941176,,,,credit_risk_benchmark,
,,,0.361975868,,,,credit_risk_benchmark,
,,,0.005376344,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.028918243,,,,credit_risk_benchmark,
,,,0.009998182,,,,credit_risk_benchmark,
,,,0.538520141,,,,credit_risk_benchmark,
,,,0.269059248,,,,credit_risk_benchmark,
,,,2283.0,,,,credit_risk_benchmark,
,,,0.488911634,,,,credit_risk_benchmark,
,,,0.04244671,,,,credit_risk_benchmark,
,,,0.202051481,,,,credit_risk_benchmark,
,,,0.661785413,,,,credit_risk_benchmark,
,,,0.168292977,,,,credit_risk_benchmark,
,,,0.150339864,,,,credit_risk_benchmark,
,,,0.481825668,,,,credit_risk_benchmark,
,,,0.190278419,,,,credit_risk_benchmark,
,,,0.247480081,,,,credit_risk_benchmark,
,,,0.206936958,,,,credit_risk_benchmark,
,,,0.184545236,,,,credit_risk_benchmark,
,,,0.189228329,,,,credit_risk_benchmark,
,,,0.151777575,,,,credit_risk_benchmark,
,,,0.136005423,,,,credit_risk_benchmark,
,,,0.151985525,,,,credit_risk_benchmark,
,,,0.051121544,,,,credit_risk_benchmark,
,,,0.008287293,,,,credit_risk_benchmark,
,,,0.378210439,,,,credit_risk_benchmark,
,,,0.002499861,,,,credit_risk_benchmark,
,,,0.35777692,,,,credit_risk_benchmark,
,,,0.298233922,,,,credit_risk_benchmark,
,,,0.353479624,,,,credit_risk_benchmark,
,,,0.158841348,,,,credit_risk_benchmark,
,,,0.350964904,,,,credit_risk_benchmark,
,,,0.355437051,,,,credit_risk_benchmark,
,,,0.00367287,,,,credit_risk_benchmark,
,,,0.044093178,,,,credit_risk_benchmark,
,,,0.16872428,,,,credit_risk_benchmark,
,,,0.190537413,,,,credit_risk_benchmark,
,,,0.106736658,,,,credit_risk_benchmark,
,,,0.132376867,,,,credit_risk_benchmark,
,,,0.084993033,,,,credit_risk_benchmark,
,,,0.166116248,,,,credit_risk_benchmark,
,,,0.176192952,,,,credit_risk_benchmark,
,,,0.097975506,,,,credit_risk_benchmark,
,,,0.692307692,,,,credit_risk_benchmark,
,,,0.570791909,,,,credit_risk_benchmark,
,,,0.000285687,,,,credit_risk_benchmark,
,,,0.136955776,,,,credit_risk_benchmark,
,,,0.235905939,,,,credit_risk_benchmark,
,,,0.235373165,,,,credit_risk_benchmark,
,,,0.438956104,,,,credit_risk_benchmark,
,,,0.42581314,,,,credit_risk_benchmark,
,,,0.354929014,,,,credit_risk_benchmark,
,,,0.124082466,,,,credit_risk_benchmark,
,,,0.514362057,,,,credit_risk_benchmark,
,,,0.260832302,,,,credit_risk_benchmark,
,,,0.307098986,,,,credit_risk_benchmark,
,,,0.34487002,,,,credit_risk_benchmark,
,,,2.24137931,,,,credit_risk_benchmark,
,,,0.475530316,,,,credit_risk_benchmark,
,,,0.796116505,,,,credit_risk_benchmark,
,,,0.742630095,,,,credit_risk_benchmark,
,,,0.196934355,,,,credit_risk_benchmark,
,,,0.00469894,,,,credit_risk_benchmark,
,,,0.523916293,,,,credit_risk_benchmark,
,,,0.564763386,,,,credit_risk_benchmark,
,,,0.517078488,,,,credit_risk_benchmark,
,,,0.141301933,,,,credit_risk_benchmark,
,,,0.13983217,,,,credit_risk_benchmark,
,,,0.064755738,,,,credit_risk_benchmark,
,,,0.503004808,,,,credit_risk_benchmark,
,,,0.228554289,,,,credit_risk_benchmark,
,,,0.038037018,,,,credit_risk_benchmark,
,,,0.320996866,,,,credit_risk_benchmark,
,,,0.000299985,,,,credit_risk_benchmark,
,,,0.617502238,,,,credit_risk_benchmark,
,,,0.539416903,,,,credit_risk_benchmark,
,,,0.741905427,,,,credit_risk_benchmark,
,,,0.057929471,,,,credit_risk_benchmark,
,,,0.260265994,,,,credit_risk_benchmark,
,,,0.064945878,,,,credit_risk_benchmark,
,,,0.031624012,,,,credit_risk_benchmark,
,,,0.278937698,,,,credit_risk_benchmark,
,,,0.594049904,,,,credit_risk_benchmark,
,,,0.35782649,,,,credit_risk_benchmark,
,,,0.382896724,,,,credit_risk_benchmark,
,,,0.375033775,,,,credit_risk_benchmark,
,,,0.073352954,,,,credit_risk_benchmark,
,,,0.00075815,,,,credit_risk_benchmark,
,,,2.414651494,,,,credit_risk_benchmark,
,,,0.088007214,,,,credit_risk_benchmark,
,,,0.04894327,,,,credit_risk_benchmark,
,,,0.280281921,,,,credit_risk_benchmark,
,,,0.559592379,,,,credit_risk_benchmark,
,,,0.0,,,,credit_risk_benchmark,
,,,0.00919816,,,,credit_risk_benchmark,
,,,0.025790439,,,,credit_risk_benchmark,
,,,0.507174953,,,,credit_risk_benchmark,
,,,0.343953488,,,,credit_risk_benchmark,
,,,0.301616397,,,,credit_risk_benchmark,
,,,0.24739605,,,,credit_risk_benchmark,
,,,0.073514997,,,,credit_risk_benchmark,
,,,0.208986068,,,,credit_risk_benchmark,
,,,0.078733471,,,,credit_risk_benchmark,
,,,0.569701198,,,,credit_risk_benchmark,
,,,0.546981208,,,,credit_risk_benchmark,
,,,0.393675527,,,,credit_risk_benchmark,
,,,0.223106495,,,,credit_risk_benchmark,
,,,0.720069983,,,,credit_risk_benchmark,
,,,0.138456345,,,,credit_risk_benchmark,
,,,0.274778018,,,,credit_risk_benchmark,
,,,0.068977008,,,,credit_risk_benchmark,
,,,0.335738801,,,,credit_risk_benchmark,
,,,0.280425094,,,,credit_risk_benchmark,
,,,0.001612903,,,,credit_risk_benchmark,
,,,0.339787292,,,,credit_risk_benchmark,
,,,0.254545455,,,,credit_risk_benchmark,
,,,0.230728985,,,,credit_risk_benchmark,
,,,0.883263463,,,,credit_risk_benchmark,
,,,0.132625995,,,,credit_risk_benchmark,
,,,0.478720366,,,,credit_risk_benchmark,
,,,0.232115677,,,,credit_risk_benchmark,
,,,0.001856878,,,,credit_risk_benchmark,
,,,3427.0,,,,credit_risk_benchmark,
,,,0.577874332,,,,credit_risk_benchmark,
,,,0.208908686,,,,credit_risk_benchmark,
,,,0.268964189,,,,credit_risk_benchmark,
,,,0.393133998,,,,credit_risk_benchmark,
,,,0.792974299,,,,credit_risk_benchmark,
,,,0.261456424,,,,credit_risk_benchmark,
,,,0.064687169,,,,credit_risk_benchmark,
,,,0.398966926,,,,credit_risk_benchmark,
,,,0.065586883,,,,credit_risk_benchmark,
,,,0.542234332,,,,credit_risk_benchmark,
,,,5.496834389,,,,credit_risk_benchmark,
,,,0.297681607,,,,credit_risk_benchmark,
,,,0.193679177,,,,credit_risk_benchmark,
,,,0.387050702,,,,credit_risk_benchmark,
,,,0.231523231,,,,credit_risk_benchmark,
,,,0.122741691,,,,credit_risk_benchmark,
,,,0.697041205,,,,credit_risk_benchmark,
,,,0.364042626,,,,credit_risk_benchmark,
,,,0.077170418,,,,credit_risk_benchmark,
,,,0.353938445,,,,credit_risk_benchmark,
,,,0.222196691,,,,credit_risk_benchmark,
,,,0.247725162,,,,credit_risk_benchmark,
,,,0.615340254,,,,credit_risk_benchmark,
,,,0.571558383,,,,credit_risk_benchmark,
,,,0.346326837,,,,credit_risk_benchmark,
,,,0.026570473,,,,credit_risk_benchmark,
,,,0.865961199,,,,credit_risk_benchmark,
,,,0.286428393,,,,credit_risk_benchmark,
